"CountryCode","SeriesCode","DESCRIPTION",
"GBR","IT.MLT.MAIN.P2","Office of Communications (Ofcom).",
"GBR","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"GBR","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","IT.NET.BBND.P2","Office of Communications (Ofcom).",
"GBR","IT.CEL.SETS","Office of Communications (Ofcom).",
"GBR","SP.POP.GROW","Data source: Eurostat",
"GBR","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","SP.DYN.TFRT.IN","Data source: Eurostat, United Kingdom Office for National Statistics",
"GBR","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","IT.MLT.MAIN","Office of Communications (Ofcom).",
"GBR","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GBR","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Kingdom Office for National Statistics",
"GBR","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","SP.DYN.CBRT.IN","Data source: Eurostat",
"GBR","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GBR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GBR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data collection by the International Passenger Survey (IPS) was suspended 16 March 2020, for the period April to December 2020 the figures are based on administrative sources and modelling; estimates prior to April 2020 are based on data collected from the International Passenger Survey.",
"GBR","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","SP.DYN.CDRT.IN","Data source: Eurostat",
"GBR","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","MS.MIL.XPND.ZS","2019 highly uncertain data.",
"GBR","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","IS.RRS.PASG.KM","Source: OECD",
"GBR","SP.POP.TOTL","Data source: Eurostat",
"GBR","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","IT.CEL.SETS.P2","Office of Communications (Ofcom).",
"GBR","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Kingdom Office for National Statistics",
"GBR","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GBR","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GEO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.BRTH.MF","Including Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.KD","Excludes Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.TO.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"GEO","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GEO","IT.CEL.SETS.P2","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.DPND","Including Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.PP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","SP.ADO.TFRT","Including Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.PP.KD","Excludes Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.MA.ZS","Including Abkhazia and South Ossetia.",
"GEO","IT.CEL.SETS","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GEO","NE.CON.PRVT.PC.KD","Excludes Abkhazia and South Ossetia.",
"GEO","NE.CON.PRVT.PC.KD.ZG","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.CN","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.KD.ZG","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.KN","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.CN","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.KD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.KN","Excludes Abkhazia and South Ossetia.",
"GEO","EN.POP.DNST","Excludes Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.FE.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.TO.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.MA.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SM.POP.NETM","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GEO","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GEO","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"GEO","IS.RRS.PASG.KM","Source: OECD",
"GEO","SP.POP.1564.FE.ZS","Including Abkhazia and South Ossetia.",
"GEO","SG.GEN.PARL.ZS","Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004.",
"GEO","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.0014.TO.ZS","Including Abkhazia and South Ossetia.",
